method,method_label,control_name,control_value,rho_model,generalization_error,reconstruction_error,clean_reconstruction_error,explained_variance,reconstruction_mse,selection_error,mask_uncertainty,paper_style_sigma_sel,support_precision,support_recall,support_f1,support_average_precision,support_roc_auc,decoder_recovery_cosine,dead_fraction,amplitude_shrinkage,mean_activation,average_l0,expected_l0,l1_raw_relu_rho_model,l1_raw_relu_selection_error,l1_raw_relu_sigma_sel,l1_gmm_threshold,l1_raw_relu_density,n_seeds
vgsae,VG-SAE,gamma,1.5,0.2371049779265828,0.7014177563394602,0.3011297285556793,0.3011297285556793,0.8994745135307312,0.03793778344988823,0.22147834819605383,0.10442963231717087,0.17898793560693776,0.3751958385512839,0.5599990181504788,0.44901942068912365,0.39859646070947824,0.783196909395084,0.8567939400672913,0.0,1.2210677978670947,0.12071168273687363,4.8015625,7.58735929365065,,,,,,5
vgsae,VG-SAE,gamma,1.25,0.28691286388145204,0.8503499044701485,0.29560515880584715,0.29560515880584715,0.9033842444419861,0.036587676405906676,0.2711623270773044,0.12389930880932531,0.20223798694774925,0.3069430456012739,0.5547556602426872,0.39513253798678727,0.3288082432512184,0.746993011995202,0.790040385723114,0.0,1.3693159612837345,0.13515423536300658,5.79921875,9.181211644206464,,,,,,5
vgsae,VG-SAE,gamma,1.0,0.3394889061078533,0.8279921924141076,0.2863888621330261,0.2863888621330261,0.9091806054115296,0.034340477734804156,0.31349911560731225,0.1439712933932158,0.22205391268198804,0.28369540438857344,0.6070254821695328,0.38643467539547427,0.33703723907327526,0.7614320277304085,0.7853024482727051,0.0,1.3045097458078305,0.14467256665229797,6.8921875,10.863644995451306,,,,,,5
vgsae,VG-SAE,gamma,0.75,0.399358785111236,0.8514573232378041,0.2837401211261749,0.2837401211261749,0.9108981013298034,0.03371555209159851,0.36528465933052573,0.16146866684982503,0.2378029103421894,0.24687564356909042,0.6558826379456834,0.3586416335164705,0.3204315825434517,0.7606976263464895,0.7604002833366394,0.0,1.508276530480494,0.1554718405008316,8.52421875,12.77948112355955,,,,,,5
vgsae,VG-SAE,gamma,0.5,0.4680314410593772,0.9223534560678196,0.28733370900154115,0.28733370900154115,0.908464503288269,0.03469640761613846,0.43009046920630717,0.17396258489602096,0.2469079941980894,0.19944386613825255,0.6877588274706407,0.3091991023174449,0.2832482774513322,0.7306609111269335,0.7197509050369263,0.0,1.5242009098821374,0.1708316147327423,11.05078125,14.977006113900071,,,,,,5
vgsae,VG-SAE,gamma,0.35,0.5217215616617422,1.2403760523333058,0.27743999361991883,0.27743999361991883,0.9145919561386109,0.032298294082283976,0.4775187343217217,0.1772624630854608,0.24314733363702185,0.16685249264638022,0.7386189281894021,0.27216343168545165,0.2459845121720826,0.7179293009711853,0.7038295269012451,0.0,2.050284707782807,0.22499857544898988,14.20078125,16.69508997317575,,,,,,5
vgsae,VG-SAE,gamma,0.25,0.5530623873477204,1.4603256673845788,0.28144055008888247,0.28144055008888247,0.9120463252067565,0.033284250646829605,0.5023616990105257,0.17861871676667831,0.23896791078849117,0.15704124991695084,0.8041756604673342,0.2627246220696959,0.22680249093067512,0.7326088643081727,0.7094350337982178,0.0,1.950695367922286,0.25576327443122865,16.42578125,17.697996395127053,,,,,,5
vgsae,VG-SAE,gamma,0.125,0.6006941437438194,1.6078313238533688,0.26561803221702573,0.26561803221702573,0.922025203704834,0.029532453045248985,0.5467533173019063,0.17397269056888442,0.23028845586480956,0.13196510909358103,0.830661793898628,0.22767262792766899,0.20369270126296352,0.7074283018472037,0.6721303224563598,0.0,2.027565929196825,0.2943378150463104,20.214453125,19.22221259980222,,,,,,5
vgsae,VG-SAE,gamma,0.0,0.6549605518354833,1.893245094395565,0.2589560240507126,0.2589560240507126,0.9256345391273498,0.028193825110793113,0.5977887666171001,0.1656350414513448,0.21310772704737388,0.1147202797797732,0.8495792457979027,0.20211845511031806,0.1743650665487677,0.6721928209043946,0.645078182220459,0.0,3.6341324452215895,0.36803314089775085,23.744140625,20.958737658735465,,,,,,5
vgsae,VG-SAE,gamma,-0.1,0.7109806823047442,2.0525955466594032,0.23917992115020753,0.23917992115020753,0.9360851287841797,0.024254169128835202,0.649330045326382,0.14914840969838294,0.1874558773286709,0.10685162295479003,0.8764596165630607,0.19042261963566853,0.16704983018159333,0.6430516533123626,0.6192999958992005,0.0,3.0561369995833934,0.4295647919178009,26.3453125,22.751381833751815,,,,,,5
vgsae,VG-SAE,gamma,-0.2,0.8016463520643524,2.6072993518241026,0.18594759702682495,0.18594759702682495,0.9597755193710327,0.015395576320588588,0.7342133885721228,0.1086577527558525,0.13134981805207363,0.10026623114505633,0.8985575664991738,0.1803809537784547,0.13830455536517267,0.571595254071485,0.5799025535583496,0.0,4.441014430391149,0.6580100238323212,28.7421875,25.652683266059277,,,,,,5
vgsae,VG-SAE,gamma,-0.4,0.8320586676826182,3.47143610075857,0.10185293853282928,0.10185293853282928,0.9883648157119751,0.004383992403745651,0.7598309164994206,0.09638046580966182,0.10930038932512871,0.100336784352228,0.9365041089328253,0.18124922335839158,0.1303355309153138,0.5567303285767009,0.5744197964668274,0.0,7.621268822126505,1.026126003265381,29.916796875,26.62587736584378,,,,,,5
vgsae,VG-SAE,gamma,-0.3,0.8327259669151793,3.253454118740906,0.12681237757205963,0.12681237757205963,0.9817439913749695,0.0069515850394964215,0.7603187818196169,0.09241048199338571,0.10766084525756656,0.10013203989936618,0.919905659572702,0.18059932533702028,0.1302131908464329,0.5559296380159172,0.5737031698226929,0.0,6.948404630707134,0.9319240689277649,29.444921875,26.647230941285738,,,,,,5
vgsae,VG-SAE,gamma,-0.5,0.857020446687676,3.478505984835702,0.09931889176368713,0.09931889176368713,0.9882470846176148,0.004469411354511977,0.7815701771357624,0.0853010069697735,0.09585139975102032,0.09959009440546834,0.9491157746826497,0.18025523221610124,0.13187922620363918,0.5533778252644272,0.5870976209640503,0.0,6.766161880608513,1.0579999208450317,30.54296875,27.42465429400563,,,,,,5
vgsae,VG-SAE,gamma,-0.6,0.8791403839620784,3.3961938364208826,0.08796378821134568,0.08796378821134568,0.9914097309112548,0.003242142405360937,0.7992270719773273,0.0751819612818944,0.08401889528419562,0.09988478037794409,0.9683450109056759,0.1810836796349343,0.13558198437380584,0.5629114298157136,0.5909910798072815,0.0,8.003562864234633,1.046960711479187,31.072265625,28.13249228678651,,,,,,5
vgsae,VG-SAE,gamma,-0.7,0.8855638979736483,3.4486299276210475,0.08019123673439026,0.08019123673439026,0.9927834272384644,0.002717870520427823,0.804003332929247,0.0744861380038059,0.08234002336344787,0.10043874182780795,0.9813808715757583,0.18221955096042086,0.12934289867991358,0.5582773075892428,0.592690896987915,0.0,9.620564603576401,1.0687246799468995,31.3171875,28.338044735156746,,,,,,5
vgsae,VG-SAE,gamma,-0.8,0.9115802359680856,3.3677368546351794,0.08071831613779068,0.08071831613779068,0.9927558064460754,0.0027482847683131693,0.827214189456663,0.06016617867224082,0.06610151200125411,0.09966793533446372,0.9825374557259682,0.18097329079290392,0.12655288472451912,0.5491540662066225,0.587388563156128,0.0,15.400398022353846,1.0569228529930115,31.59609375,29.17056755097874,,,,,,5
vgsae,VG-SAE,gamma,-0.9,0.9288800004899486,3.261670225779801,0.08031820356845856,0.08031820356845856,0.9928023219108582,0.0027103429194539784,0.840148539633151,0.04973847857762079,0.054279162395655646,0.10030250064567067,0.9930248593821865,0.18219594313945328,0.12966021721370946,0.5556194549951304,0.5821670889854431,0.0,6.930064665488311,1.0329922199249268,31.732421875,29.724160015678354,,,,,,5
vgsae,VG-SAE,gamma,-1.0,0.9482713984034945,3.1818896349984818,0.07064460664987564,0.07064460664987564,0.9944424986839294,0.0020925967721268533,0.8572349551308889,0.03774330118831863,0.040587341475512725,0.10015476426528622,0.99635522801325,0.18200729920003897,0.12778348801183298,0.5512452591140818,0.58170645236969,0.0,7.650360423223269,1.0236408352851867,31.88515625,30.344684748911824,,,,,,5
